Start Date,01/01/2000,,,
End Date,,,,
,,,,
,AVMN NA Equity,,SPEUVLI LX Equity,
,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price
Dates,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST
20/02/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/02/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/02/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/02/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/02/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/02/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/03/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/04/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/05/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/06/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/07/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/08/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/09/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/10/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/11/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/12/2004,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/01/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/02/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/03/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/04/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
04/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
05/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
18/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/05/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
02/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
03/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
06/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
09/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
13/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
22/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
23/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
29/06/2005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
