Start Date,01/01/2000,,,
End Date,,,,
,,,,
,AVMN NA Equity,,SPEUVLI LX Equity,
,Total Return Index (Gross Dividends),Last Price,Total Return Index (Gross Dividends),Last Price
Dates,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS,PX_LAST
23/12/2015,30.104,20.601,119,119
24/12/2015,30.312,20.744,119,119
25/12/2015,30.312,20.744,119,119
28/12/2015,30.271,20.715,118.19,118.19
29/12/2015,30.281,20.722,119.63,119.63
30/12/2015,30.51,20.879,119.15,119.15
31/12/2015,30.344,20.765,118.56,118.56
01/01/2016,30.344,20.765,118.56,118.56
04/01/2016,30.344,20.765,116.62,116.62
05/01/2016,30.187,20.658,116.94,116.94
06/01/2016,30.208,20.672,115.1,115.1
07/01/2016,30.021,20.544,112.19,112.19
08/01/2016,29.656,20.294,110.53,110.53
11/01/2016,29.552,20.223,110.49,110.49
12/01/2016,29.427,20.138,111.26,111.26
13/01/2016,29.541,20.216,111.45,111.45
14/01/2016,29.448,20.152,109.82,109.82
15/01/2016,29.364,20.095,106.4,106.4
18/01/2016,29.083,19.902,105.48,105.48
19/01/2016,29.062,19.888,106.83,106.83
20/01/2016,29.104,19.916,103.46,103.46
21/01/2016,28.833,19.731,105.58,105.58
22/01/2016,29.083,19.902,108.32,108.32
25/01/2016,29.406,20.123,108.09,108.09
26/01/2016,29.385,20.109,109.5,109.5
27/01/2016,29.448,20.152,109.56,109.56
28/01/2016,29.395,20.116,108.84,108.84
29/01/2016,29.364,20.095,110.11,110.11
01/02/2016,29.781,20.38,109.81,109.81
02/02/2016,29.718,20.337,108.56,108.56
03/02/2016,29.468,20.166,107.32,107.32
04/02/2016,29.395,20.116,107.84,107.84
05/02/2016,29.26,20.023,107.68,107.68
08/02/2016,29.093,19.909,103.87,103.87
09/02/2016,28.833,19.731,101.58,101.58
10/02/2016,28.541,19.531,103.01,103.01
11/02/2016,28.708,19.645,100.09,100.09
12/02/2016,28.291,19.36,102.42,102.42
15/02/2016,28.583,19.56,105.71,105.71
16/02/2016,28.874,19.76,105.21,105.21
17/02/2016,28.885,19.767,108.03,108.03
18/02/2016,29.197,19.981,108.22,108.22
19/02/2016,29.27,20.031,107.24,107.24
22/02/2016,29.26,20.023,109.18,109.18
23/02/2016,29.489,20.18,107.86,107.86
24/02/2016,29.343,20.08,105.62,105.62
25/02/2016,29.25,20.016,107.71,107.71
26/02/2016,29.437,20.145,109.77,109.77
29/02/2016,29.573,20.237,111.26,111.26
01/03/2016,29.698,20.323,112.85,112.85
02/03/2016,29.958,20.501,113.61,113.61
03/03/2016,30.083,20.587,114.28,114.28
04/03/2016,30.062,20.573,115.45,115.45
07/03/2016,30.031,20.551,115.39,115.39
08/03/2016,29.927,20.48,113.71,113.71
09/03/2016,29.812,20.401,113.95,113.95
10/03/2016,29.875,20.444,111.94,111.94
11/03/2016,29.718,20.337,114.66,114.66
14/03/2016,30.031,20.551,115.72,115.72
15/03/2016,30.104,20.601,114.54,114.54
16/03/2016,29.989,20.523,114.98,114.98
17/03/2016,30.073,20.58,115.24,115.24
18/03/2016,30.073,20.58,115.48,115.48
21/03/2016,30.125,20.615,114.97,114.97
22/03/2016,30.156,20.637,115.16,115.16
23/03/2016,30.156,20.637,114.93,114.93
24/03/2016,30.114,20.608,113.56,113.56
25/03/2016,30.114,20.608,113.56,113.56
28/03/2016,30.114,20.608,113.56,113.56
29/03/2016,30.062,20.573,113.58,113.58
30/03/2016,30.208,20.672,115.45,115.45
31/03/2016,30.208,20.672,114.4,114.4
01/04/2016,30.083,20.587,113.28,113.28
04/04/2016,30.094,20.594,113.54,113.54
05/04/2016,30.135,20.622,111.44,111.44
06/04/2016,30.094,20.594,111.85,111.85
07/04/2016,30.031,20.551,110.91,110.91
08/04/2016,29.927,20.48,112.8,112.8
11/04/2016,30.021,20.544,113.31,113.31
12/04/2016,30.104,20.601,113.78,113.78
13/04/2016,30.114,20.608,116.69,116.69
14/04/2016,30.417,20.815,117.12,117.12
15/04/2016,30.417,20.815,116.32,116.32
18/04/2016,30.365,20.779,116.83,116.83
19/04/2016,30.396,20.801,118.16,118.16
20/04/2016,30.521,20.886,118.79,118.79
21/04/2016,30.542,20.901,118.13,118.13
22/04/2016,30.417,20.815,118.17,118.17
25/04/2016,30.417,20.815,117.37,117.37
26/04/2016,30.344,20.765,118.3,118.3
27/04/2016,30.396,20.801,119.25,119.25
28/04/2016,30.417,20.815,119.79,119.79
29/04/2016,30.323,20.751,117.86,117.86
02/05/2016,30.083,20.587,117.8,117.8
03/05/2016,30.187,20.66,115.53,115.53
04/05/2016,29.995,20.528,114.56,114.56
05/05/2016,29.995,20.528,114.56,114.56
06/05/2016,30.08,20.587,114.53,114.53
09/05/2016,30.091,20.594,113.87,113.87
10/05/2016,30.08,20.587,115.03,115.03
11/05/2016,30.187,20.66,114.96,114.96
12/05/2016,30.102,20.601,114.65,114.65
13/05/2016,30.038,20.557,115.02,115.02
16/05/2016,30.123,20.616,115.02,115.02
17/05/2016,30.241,20.697,115.21,115.21
18/05/2016,30.145,20.631,115.99,115.99
19/05/2016,30.252,20.704,115.24,115.24
20/05/2016,30.23,20.689,116.37,116.37
23/05/2016,30.337,20.762,116.25,116.25
24/05/2016,30.219,20.682,118.23,118.23
25/05/2016,30.487,20.865,119.79,119.79
26/05/2016,30.626,20.96,120.36,120.36
27/05/2016,30.722,21.026,120.56,120.56
30/05/2016,30.722,21.026,120.61,120.61
31/05/2016,30.744,21.041,120.04,120.04
01/06/2016,30.701,21.011,119.03,119.03
02/06/2016,30.647,20.975,119.78,119.78
03/06/2016,30.701,21.011,118.33,118.33
06/06/2016,30.583,20.931,118.86,118.86
07/06/2016,30.712,21.019,120.57,120.57
08/06/2016,30.776,21.063,120.33,120.33
09/06/2016,30.744,21.041,119.04,119.04
10/06/2016,30.754,21.048,116.69,116.69
13/06/2016,30.701,21.011,114.39,114.39
14/06/2016,30.305,20.741,112.33,112.33
15/06/2016,30.337,20.762,113.27,113.27
16/06/2016,30.241,20.697,112.01,112.01
17/06/2016,30.252,20.704,114.05,114.05
20/06/2016,30.252,20.704,117.78,117.78
21/06/2016,30.498,20.872,118.22,118.22
22/06/2016,30.615,20.953,118.3,118.3
23/06/2016,30.626,20.96,118.3,118.3
24/06/2016,30.679,20.997,112.21,112.21
27/06/2016,30.209,20.675,105.61,105.61
28/06/2016,30.027,20.55,107.74,107.74
29/06/2016,30.326,20.755,110.3,110.3
30/06/2016,30.647,20.975,111.25,111.25
01/07/2016,30.893,21.143,112.78,112.78
04/07/2016,30.915,21.158,111.51,111.51
05/07/2016,30.936,21.172,109.08,109.08
06/07/2016,30.808,21.085,107.24,107.24
07/07/2016,30.658,20.982,108.39,108.39
08/07/2016,30.701,21.011,110.47,110.47
11/07/2016,31.086,21.275,112.56,112.56
12/07/2016,31.129,21.304,114.16,114.16
13/07/2016,31.268,21.399,113.79,113.79
14/07/2016,31.214,21.363,115.06,115.06
15/07/2016,31.257,21.392,114.56,114.56
18/07/2016,31.321,21.436,114.9,114.9
19/07/2016,31.279,21.407,114.47,114.47
20/07/2016,31.311,21.429,115.22,115.22
21/07/2016,31.418,21.502,115.35,115.35
22/07/2016,31.385,21.48,115.32,115.32
25/07/2016,31.45,21.524,115.61,115.61
26/07/2016,31.567,21.604,115.74,115.74
27/07/2016,31.578,21.612,116.92,116.92
28/07/2016,31.546,21.59,115.96,115.96
29/07/2016,31.503,21.56,116.9,116.9
01/08/2016,31.567,21.604,116.02,116.02
02/08/2016,31.503,21.56,114.58,114.58
03/08/2016,31.385,21.48,114.76,114.76
04/08/2016,31.428,21.509,115.52,115.52
05/08/2016,31.503,21.56,116.94,116.94
08/08/2016,31.728,21.714,117.54,117.54
09/08/2016,31.653,21.663,118.62,118.62
10/08/2016,31.803,21.765,118.75,118.75
11/08/2016,31.696,21.692,119.59,119.59
12/08/2016,31.856,21.802,119.5,119.5
15/08/2016,31.781,21.751,119.5,119.5
16/08/2016,31.845,21.795,118.65,118.65
17/08/2016,31.589,21.619,117.54,117.54
18/08/2016,31.557,21.597,118.66,118.66
19/08/2016,31.621,21.641,118.02,118.02
22/08/2016,31.535,21.582,118.2,118.2
23/08/2016,31.653,21.663,119.3,119.3
24/08/2016,31.632,21.648,119.93,119.93
25/08/2016,31.664,21.67,118.9,118.9
26/08/2016,31.578,21.612,119.62,119.62
29/08/2016,31.61,21.634,119.26,119.26
30/08/2016,31.781,21.751,120.24,120.24
31/08/2016,31.813,21.773,119.79,119.79
01/09/2016,31.771,21.743,120.35,120.35
02/09/2016,31.642,21.656,122.12,122.12
05/09/2016,31.888,21.824,122.38,122.38
06/09/2016,31.867,21.809,121.94,121.94
07/09/2016,31.899,21.831,122.15,122.15
08/09/2016,31.931,21.853,121.58,121.58
09/09/2016,31.781,21.751,120.47,120.47
12/09/2016,31.514,21.568,119.23,119.23
13/09/2016,31.514,21.568,118.03,118.03
14/09/2016,31.257,21.392,117.95,117.95
15/09/2016,31.236,21.377,118.48,118.48
16/09/2016,31.321,21.436,117.68,117.68
19/09/2016,31.364,21.465,118.71,118.71
20/09/2016,31.428,21.509,118.26,118.26
21/09/2016,31.514,21.568,118.94,118.94
22/09/2016,31.685,21.685,120.63,120.63
23/09/2016,31.792,21.758,120,120
26/09/2016,31.706,21.7,118.47,118.47
27/09/2016,31.685,21.685,118.09,118.09
28/09/2016,31.674,21.678,119.15,119.15
29/09/2016,31.856,21.802,119.49,119.49
30/09/2016,31.738,21.722,119.65,119.65
03/10/2016,31.706,21.7,119.46,119.46
04/10/2016,31.771,21.743,120.42,120.42
05/10/2016,31.696,21.692,120.66,120.66
06/10/2016,31.546,21.59,120.08,120.08
07/10/2016,31.61,21.634,119.16,119.16
10/10/2016,31.428,21.509,119.68,119.68
11/10/2016,31.46,21.531,119.3,119.3
12/10/2016,31.428,21.509,118.24,118.24
13/10/2016,31.364,21.465,117.36,117.36
14/10/2016,31.353,21.458,118.42,118.42
17/10/2016,31.428,21.509,117.99,117.99
18/10/2016,31.385,21.48,120.15,120.15
19/10/2016,31.567,21.604,120.18,120.18
20/10/2016,31.61,21.634,120.65,120.65
21/10/2016,31.664,21.67,120.75,120.75
24/10/2016,31.717,21.707,121.25,121.25
25/10/2016,31.749,21.729,121.63,121.63
26/10/2016,31.706,21.7,121.06,121.06
27/10/2016,31.482,21.546,121.33,121.33
28/10/2016,31.353,21.458,121.27,121.27
31/10/2016,31.311,21.429,120.64,120.64
01/11/2016,31.3,21.421,120.64,120.64
02/11/2016,31.054,21.253,118,118
03/11/2016,31.086,21.275,117.87,117.87
04/11/2016,31.011,21.224,116.79,116.79
07/11/2016,30.872,21.129,118.49,118.49
08/11/2016,31.118,21.297,118.46,118.46
09/11/2016,31.097,21.282,120.09,120.09
10/11/2016,31.289,21.414,120.31,120.31
11/11/2016,31.032,21.238,119.17,119.17
14/11/2016,31.022,21.231,120.29,120.29
15/11/2016,30.99,21.209,120.59,120.59
16/11/2016,31.086,21.275,120.24,120.24
17/11/2016,31.15,21.319,120.93,120.93
18/11/2016,31.246,21.385,120.58,120.58
21/11/2016,31.193,21.348,120.59,120.59
22/11/2016,31.236,21.377,121.68,121.68
23/11/2016,31.332,21.443,121.69,121.69
24/11/2016,31.3,21.421,122.17,122.17
25/11/2016,31.407,21.495,122,122
28/11/2016,31.353,21.458,120.72,120.72
29/11/2016,31.343,21.451,121.39,121.39
30/11/2016,31.45,21.524,121.19,121.19
01/12/2016,31.332,21.443,121.83,121.83
02/12/2016,31.139,21.312,121,121
05/12/2016,31.257,21.392,122.31,122.31
06/12/2016,31.204,21.355,123.75,123.75
07/12/2016,31.279,21.407,124.94,124.94
08/12/2016,31.364,21.465,127.34,127.34
09/12/2016,31.482,21.546,127.68,127.68
12/12/2016,31.642,21.656,127.2,127.2
13/12/2016,31.503,21.56,127.78,127.78
14/12/2016,31.674,21.678,128.16,128.16
15/12/2016,31.653,21.663,128.71,128.71
16/12/2016,31.76,21.736,129.54,129.54
19/12/2016,31.888,21.824,129.26,129.26
20/12/2016,31.888,21.824,129.96,129.96
21/12/2016,31.963,21.875,130.01,130.01
22/12/2016,31.931,21.853,129.74,129.74
23/12/2016,31.835,21.787,129.74,129.74
26/12/2016,31.835,21.787,129.74,129.74
27/12/2016,31.963,21.875,129.38,129.38
28/12/2016,32.038,21.927,129.81,129.81
29/12/2016,32.027,21.919,129.32,129.32
30/12/2016,31.92,21.846,129.55,129.55
02/01/2017,31.878,21.817,130.75,130.75
03/01/2017,32.038,21.927,131.76,131.76
04/01/2017,32.102,21.97,132.03,132.03
05/01/2017,32.07,21.948,131.85,131.85
06/01/2017,31.942,21.861,131.97,131.97
09/01/2017,32.038,21.927,130.88,130.88
10/01/2017,31.91,21.839,132.11,132.11
11/01/2017,32.027,21.919,132.92,132.92
12/01/2017,32.027,21.919,131.31,131.31
13/01/2017,31.899,21.831,132.54,132.54
16/01/2017,32.006,21.905,132.02,132.02
17/01/2017,31.878,21.817,132.15,132.15
18/01/2017,31.835,21.787,131.56,131.56
19/01/2017,31.813,21.773,132.51,132.51
20/01/2017,31.749,21.729,132.4,132.4
23/01/2017,31.674,21.678,131.76,131.76
24/01/2017,31.685,21.685,132.34,132.34
25/01/2017,31.803,21.765,133.22,133.22
26/01/2017,31.803,21.765,134.13,134.13
27/01/2017,31.813,21.773,133.6,133.6
30/01/2017,31.781,21.751,131.4,131.4
31/01/2017,31.76,21.736,130.04,130.04
01/02/2017,31.61,21.634,131.49,131.49
02/02/2017,31.738,21.722,131.42,131.42
03/02/2017,31.76,21.736,132.52,132.52
06/02/2017,31.771,21.743,131.38,131.38
07/02/2017,31.728,21.714,131.77,131.77
08/02/2017,31.888,21.824,131.18,131.18
09/02/2017,31.91,21.839,132.93,132.93
10/02/2017,32.049,21.934,133.73,133.73
13/02/2017,32.059,21.941,135.19,135.19
14/02/2017,32.145,22,135.31,135.31
15/02/2017,32.22,22.051,135.72,135.72
16/02/2017,32.348,22.139,135.51,135.51
17/02/2017,32.209,22.044,135.82,135.82
20/02/2017,32.263,22.08,136.12,136.12
21/02/2017,32.295,22.102,136.87,136.87
22/02/2017,32.402,22.175,135.97,135.97
23/02/2017,32.498,22.241,135.07,135.07
24/02/2017,32.498,22.241,133.61,133.61
27/02/2017,32.498,22.241,133.57,133.57
28/02/2017,32.391,22.168,133.86,133.86
01/03/2017,32.391,22.168,136.35,136.35
02/03/2017,32.551,22.278,137.02,137.02
03/03/2017,32.573,22.293,136.37,136.37
06/03/2017,32.519,22.256,135.7,135.7
07/03/2017,32.37,22.153,135.55,135.55
08/03/2017,32.327,22.124,135.68,135.68
09/03/2017,32.263,22.08,135.1,135.1
10/03/2017,32.305,22.11,135.18,135.18
13/03/2017,32.124,21.985,136.05,136.05
14/03/2017,32.273,22.088,135.41,135.41
15/03/2017,32.188,22.029,135.88,135.88
16/03/2017,32.305,22.11,136.5,136.5
17/03/2017,32.295,22.102,136.94,136.94
20/03/2017,32.402,22.175,136.9,136.9
21/03/2017,32.305,22.11,135.86,135.86
22/03/2017,32.156,22.007,134.89,134.89
23/03/2017,32.166,22.014,135.97,135.97
24/03/2017,32.231,22.058,135.77,135.77
27/03/2017,32.22,22.051,134.92,134.92
28/03/2017,32.156,22.007,135.71,135.71
29/03/2017,32.273,22.088,135.98,135.98
30/03/2017,32.402,22.175,137.32,137.32
31/03/2017,32.455,22.212,137.59,137.59
03/04/2017,32.509,22.249,137.16,137.16
04/04/2017,32.605,22.315,136.96,136.96
05/04/2017,32.551,22.278,136.88,136.88
06/04/2017,32.551,22.278,137.14,137.14
07/04/2017,32.605,22.315,137.12,137.12
10/04/2017,32.765,22.424,137.25,137.25
11/04/2017,32.787,22.439,137.02,137.02
12/04/2017,32.669,22.358,136.96,136.96
13/04/2017,32.68,22.366,136.66,136.66
14/04/2017,32.68,22.366,136.66,136.66
17/04/2017,32.68,22.366,136.66,136.66
18/04/2017,32.637,22.336,134.92,134.92
19/04/2017,32.626,22.329,135.77,135.77
20/04/2017,32.519,22.256,136.19,136.19
21/04/2017,32.541,22.271,135.93,135.93
24/04/2017,32.509,22.248,139.28,139.28
25/04/2017,32.673,22.361,139.09,139.09
26/04/2017,32.684,22.368,139.74,139.74
27/04/2017,32.827,22.466,139.53,139.53
28/04/2017,32.783,22.436,139.71,139.71
01/05/2017,32.783,22.436,139.71,139.71
02/05/2017,32.739,22.406,140.15,140.15
03/05/2017,32.915,22.526,139.81,139.81
04/05/2017,32.904,22.519,140.72,140.72
05/05/2017,32.805,22.451,141.75,141.75
08/05/2017,32.981,22.571,141.62,141.62
09/05/2017,33.036,22.609,142.27,142.27
10/05/2017,33.014,22.594,142.98,142.98
11/05/2017,33.069,22.632,143,143
12/05/2017,33.146,22.684,143.1,143.1
15/05/2017,33.069,22.632,144.17,144.17
16/05/2017,33.058,22.624,144.22,144.22
17/05/2017,32.981,22.571,142.24,142.24
18/05/2017,32.805,22.451,141.68,141.68
19/05/2017,32.783,22.436,142.75,142.75
22/05/2017,32.794,22.444,143.06,143.06
23/05/2017,32.794,22.444,143.35,143.35
24/05/2017,32.805,22.451,143.26,143.26
25/05/2017,32.871,22.496,143.26,143.26
26/05/2017,32.904,22.519,143.02,143.02
29/05/2017,32.937,22.541,143.08,143.08
30/05/2017,33.058,22.624,142.83,142.83
31/05/2017,32.948,22.549,141.75,141.75
01/06/2017,32.893,22.511,143.24,143.24
02/06/2017,33.091,22.647,143.32,143.32
05/06/2017,33.124,22.669,143.32,143.32
06/06/2017,33.113,22.662,141.87,141.87
07/06/2017,32.981,22.571,141.88,141.88
08/06/2017,33.014,22.594,141.56,141.56
09/06/2017,33.047,22.616,142.57,142.57
12/06/2017,33.168,22.699,141.61,141.61
13/06/2017,33.003,22.586,142.39,142.39
14/06/2017,33.058,22.624,141.9,141.9
15/06/2017,33.036,22.609,140.85,140.85
16/06/2017,33.102,22.654,141.14,141.14
19/06/2017,33.047,22.616,142.58,142.58
20/06/2017,33.168,22.699,141.13,141.13
21/06/2017,33.124,22.669,140.99,140.99
22/06/2017,33.102,22.654,140.8,140.8
23/06/2017,33.091,22.647,140.8,140.8
26/06/2017,33.179,22.707,141.11,141.11
27/06/2017,33.113,22.662,140.35,140.35
28/06/2017,32.948,22.549,140.61,140.61
29/06/2017,32.937,22.541,139.5,139.5
30/06/2017,32.619,22.323,139.35,139.35
03/07/2017,32.619,22.323,141.31,141.31
04/07/2017,32.772,22.428,141.14,141.14
05/07/2017,32.772,22.428,141.2,141.2
06/07/2017,32.728,22.398,140.92,140.92
07/07/2017,32.509,22.248,140.21,140.21
10/07/2017,32.63,22.331,140.97,140.97
11/07/2017,32.63,22.331,140.58,140.58
12/07/2017,32.63,22.331,142.1,142.1
13/07/2017,32.761,22.421,142.75,142.75
14/07/2017,32.816,22.459,143.14,143.14
17/07/2017,32.86,22.489,143.28,143.28
18/07/2017,32.926,22.534,141.62,141.62
19/07/2017,32.783,22.436,142.5,142.5
20/07/2017,32.992,22.579,141.94,141.94
21/07/2017,32.816,22.459,140.45,140.45
24/07/2017,32.849,22.481,140.39,140.39
25/07/2017,32.761,22.421,140.97,140.97
26/07/2017,32.838,22.474,141.6,141.6
27/07/2017,32.805,22.451,141.49,141.49
28/07/2017,32.893,22.511,140.07,140.07
31/07/2017,32.772,22.428,140.11,140.11
01/08/2017,32.75,22.413,140.89,140.89
02/08/2017,32.816,22.459,140.11,140.11
03/08/2017,32.783,22.436,139.84,139.84
04/08/2017,32.772,22.428,140.87,140.87
07/08/2017,32.893,22.511,141.07,141.07
08/08/2017,32.893,22.511,141.38,141.38
09/08/2017,32.904,22.519,140.08,140.08
10/08/2017,32.849,22.481,138.68,138.68
11/08/2017,32.706,22.383,136.93,136.93
14/08/2017,32.531,22.263,138.4,138.4
15/08/2017,32.761,22.421,138.4,138.4
16/08/2017,32.794,22.444,139.28,139.28
17/08/2017,32.86,22.489,138.39,138.39
18/08/2017,32.75,22.413,137.62,137.62
21/08/2017,32.684,22.368,137.28,137.28
22/08/2017,32.663,22.353,138.34,138.34
23/08/2017,32.783,22.436,137.94,137.94
24/08/2017,32.739,22.406,137.84,137.84
25/08/2017,32.75,22.413,137.33,137.33
28/08/2017,32.695,22.376,136.54,136.54
29/08/2017,32.619,22.323,134.73,134.73
30/08/2017,32.553,22.278,136.08,136.08
31/08/2017,32.597,22.308,136.53,136.53
01/09/2017,32.794,22.444,137.42,137.42
04/09/2017,32.805,22.451,136.81,136.81
05/09/2017,32.783,22.436,136.74,136.74
06/09/2017,32.717,22.391,136.59,136.59
07/09/2017,32.739,22.406,137.18,137.18
08/09/2017,32.739,22.406,136.93,136.93
11/09/2017,32.75,22.413,138.29,138.29
12/09/2017,32.904,22.519,139.29,139.29
13/09/2017,32.948,22.549,139.15,139.15
14/09/2017,32.871,22.496,139.27,139.27
15/09/2017,32.97,22.564,138.7,138.7
18/09/2017,32.915,22.526,139.34,139.34
19/09/2017,32.937,22.541,139.52,139.52
20/09/2017,32.926,22.534,139.77,139.77
21/09/2017,32.948,22.549,140.2,140.2
22/09/2017,32.838,22.474,140.37,140.37
25/09/2017,32.915,22.526,140.72,140.72
26/09/2017,32.992,22.579,140.67,140.67
27/09/2017,33.025,22.601,141.04,141.04
28/09/2017,33.058,22.624,141.45,141.45
29/09/2017,33.047,22.616,142.82,142.82
02/10/2017,33.102,22.654,143.9,143.9
03/10/2017,33.135,22.677,144.47,144.47
04/10/2017,33.256,22.759,144.17,144.17
05/10/2017,33.256,22.759,144.38,144.38
06/10/2017,33.223,22.737,143.52,143.52
09/10/2017,33.267,22.767,143.49,143.49
10/10/2017,33.179,22.707,143.58,143.58
11/10/2017,33.289,22.782,143.6,143.6
12/10/2017,33.3,22.789,143.83,143.83
13/10/2017,33.333,22.812,144.51,144.51
16/10/2017,33.41,22.865,144.94,144.94
17/10/2017,33.465,22.902,144.82,144.82
18/10/2017,33.475,22.91,145.12,145.12
19/10/2017,33.465,22.902,144.49,144.49
20/10/2017,33.388,22.85,145.5,145.5
23/10/2017,33.432,22.88,145.67,145.67
24/10/2017,33.465,22.902,145.23,145.23
25/10/2017,33.399,22.857,144.72,144.72
26/10/2017,33.322,22.804,145.52,145.52
27/10/2017,33.519,22.94,145.57,145.57
30/10/2017,33.706,23.068,145.59,145.59
31/10/2017,33.717,23.075,145.94,145.94
01/11/2017,33.772,23.113,145.94,145.94
02/11/2017,33.816,23.143,146.87,146.87
03/11/2017,33.684,23.053,147.07,147.07
06/11/2017,33.739,23.09,147.48,147.48
07/11/2017,33.937,23.225,146.85,146.85
08/11/2017,33.948,23.233,146.87,146.87
09/11/2017,33.948,23.233,144.94,144.94
10/11/2017,33.794,23.128,144.68,144.68
13/11/2017,33.695,23.06,142.72,142.72
14/11/2017,33.552,22.962,141.98,141.98
15/11/2017,33.541,22.955,141.02,141.02
16/11/2017,33.475,22.91,142.02,142.02
17/11/2017,33.475,22.91,141.77,141.77
20/11/2017,33.475,22.91,142.76,142.76
21/11/2017,33.475,22.91,143.61,143.61
22/11/2017,33.838,23.158,143.37,143.37
23/11/2017,33.651,23.03,143.17,143.17
24/11/2017,33.596,22.992,142.94,142.94
27/11/2017,33.519,22.94,141.99,141.99
28/11/2017,33.497,22.925,142.71,142.71
29/11/2017,33.629,23.015,144.23,144.23
30/11/2017,33.563,22.97,143.94,143.94
01/12/2017,33.519,22.94,143.12,143.12
04/12/2017,33.618,23.007,144.74,144.74
05/12/2017,33.662,23.038,144.4,144.4
06/12/2017,33.497,22.925,144.15,144.15
07/12/2017,33.552,22.962,144.04,144.04
08/12/2017,33.717,23.075,145.31,145.31
11/12/2017,33.849,23.165,145.52,145.52
12/12/2017,33.728,23.083,146.35,146.35
13/12/2017,33.904,23.203,146.35,146.35
14/12/2017,33.728,23.083,146.05,146.05
15/12/2017,33.794,23.128,145.53,145.53
18/12/2017,33.871,23.18,147.24,147.24
19/12/2017,33.981,23.256,147.07,147.07
20/12/2017,33.893,23.195,146.44,146.44
21/12/2017,33.761,23.105,147.27,147.27
22/12/2017,33.728,23.083,147.31,147.31
25/12/2017,33.728,23.083,147.31,147.31
26/12/2017,33.728,23.083,147.31,147.31
27/12/2017,33.838,23.158,147.73,147.73
28/12/2017,33.728,23.083,147.68,147.68
29/12/2017,33.816,23.143,147.34,147.34
01/01/2018,33.816,23.143,147.34,147.34
02/01/2018,33.717,23.075,147.83,147.83
03/01/2018,33.717,23.075,148.64,148.64
04/01/2018,33.882,23.188,149.95,149.95
05/01/2018,33.97,23.248,151.04,151.04
08/01/2018,34.135,23.361,151.63,151.63
09/01/2018,34.245,23.436,152.62,152.62
10/01/2018,34.299,23.474,152.26,152.26
11/01/2018,34.168,23.383,152.93,152.93
12/01/2018,34.08,23.323,152.94,152.94
15/01/2018,34.058,23.308,152.6,152.6
16/01/2018,33.981,23.256,152.93,152.93
17/01/2018,34.069,23.316,152.47,152.47
18/01/2018,34.025,23.286,152.8,152.8
19/01/2018,34.135,23.361,153.31,153.31
22/01/2018,34.234,23.428,154.12,154.12
23/01/2018,34.299,23.474,154.13,154.13
24/01/2018,34.234,23.428,153.75,153.75
25/01/2018,34.212,23.413,153.75,153.75
26/01/2018,34.091,23.331,153.39,153.39
29/01/2018,34.234,23.428,153.29,153.29
30/01/2018,34.146,23.368,151.19,151.19
